EN,NT,Sem. Cat.,Sub Sem. Cat.,Speaker 1,Speaker 2,Source
berry,ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
berry seed,jak tthíʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
ripe berry,ják denínzínʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
unripe berry,ják dalon,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blackberries,dentʼróʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
mossberries,dentʼróʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blackberries (?),tsʼa ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blueberries,nénindhe,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blueberries,néndhe,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blueberries,ják denintlʼrun,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
blue grouse berries,di cho ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bunchberries (?) ,nánmbéʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bunchberries (?) ,nantlat,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
camprobber berries,tsʼónkʼe ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
cranberries (high-bush),tséntthya,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
cranberries (high-bush),gókhyóʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
cranberries (low-bush),intlʼát,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
cranberries (low-bush),nintlʼát,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
currants,tlin ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
juniper berries,tsʼekʼi ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
raspberries,dechʼok ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
raspberries,tʼanchʼok,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
rosehips,ninchúnʼ,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
silverberries,dan ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
soapberries,ninghro,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
stoneberries,ják nelon,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
strawberries,hutsía ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
strawberries,hutsíʼ ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
unidenfied berries,datlʼaw ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
unidenfied berries,nuntʼína ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
unidenfied berries,tsʼankʼan,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
unidenfied berries,khro ják,"trees, plants, berries",berry,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bad luck,duhulíʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bad thing,hudétsʼíʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
boards,dechan tʼa,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
boards,dechan detʼa,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
lumber,dechan tʼa,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
lumber,dechan detʼa,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bridge,nełezrúʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
bridge,dełezrúʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
clean place,łohogrónʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pure,łohogrónʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
credit,kya,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
credit,kyaw,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
devil,tsʼekondra,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
demon,tsʼekondra,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
dogpack,tling yáʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
farm,hutsʼeneshi yétyaak,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
garden,hutsʼeneshi yétyaak,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
fish rack,łyok dákáʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
fun,nuhuzhi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
good times,nuhuzhi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
fun,nahuzhi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
good times,nahuzhi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
garbage,tsan,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
dirt,tsan,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
garbage,tsan tʼetsʼetlʼáyʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
God,utʼóhodintʼi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
good luck,ukeʼin,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
grave,tthʼan kʼyáát,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
grave,tthʼan kʼyáʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
hole,uzhí húnden,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
jump game,edhóʼ yetsʼechúʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
meat rack,etthán srúʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
moose bladder used for storing tallow,elró sháwʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
moose stomach used for storing tallow,embát drúnʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
needle (doctorʼs),tsʼúndíʼ zhí sagaw,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pack (sack),khya,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
tumpline,khya tlʼyáwʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pole for drying meat or fish,dakáʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pole for drying meat or fish,srúʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pole on which skins are scraped,tlʼádhát,miscellaneous,tanning,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
potlatch,nohoʼéʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
skin fringe left over after cutting out tanned skin,edhóʼ tʼedamáʼ,miscellaneous,tanning,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
song,ejan,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
spear game,etsʼedegélʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
steam bath,tthekra,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
stick game,gámbo,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
story,hunday,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
old-time story,hudénʼ hundayʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
tar,uzhí hutsʼedzíʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
pitch,uzhí hutsʼedzíʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
thimble,letthʼóʼéʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
thimble,detthʼóʼéʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
war,mbéʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
"wheels (truck, car)",khaw dámáʼ,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
word,hundi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
old word,dekʼi,miscellaneous,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Armstrong Mountain,Denéde Dháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Big Creek,Tu Nátsat Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Big Kalzas Creek,Tíʼihchʼen Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Big Kalzas Lake,Mbak Kegro Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Caribou Creek,Ddhaw Intlʼro Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Clarke Creek,Tthʼun Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Clarke Hills,Etsʼáwʼ Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Coffee Creek,Tsʼi Deten Túʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Coldspring Creek,Elróʼ Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Cripple Creek,Tthedhyáʼ Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Crosby Creek,Tatsénʼ Tʼoa Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Deep Creek,Khay Túʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Detour Lakes,Di Cho Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Diamain Lake,Man Ndo,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Dromedary Mountain,Sra Chenjúʼ Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Drury Lake,Man Ttho,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Earn Lake,Tétsaw Deheten Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Earn River,Tétsaw Deheten Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Ess Lake,Tadru Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Five-Finger Rapids,Tthi Cho Nédézhe,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Frenchman Lake,Łútthʼi Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Glacier Creek,Tagéʼ Etsyawa,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Glenlyon Range,The Ezhúʼ Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Granite Canyon,Tthi Zhát Yeninlin,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Granite Mountain,Kʼambea Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Grayling Creek,Tʼa Man Tagea,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Grey Hunter Creek,Tlʼya Netúʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Harvey Creek,Mbak Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Hobo Creek,Tu Denétʼro Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Hoochekoo Bluff,Duchʼe Thhi Heʼen,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Ingersoll Islands,Ndu Heʼen,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Kalzas Range,Déddho Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Klaza Mountain,Nuntthi Kina,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Klotassin River,Tlʼo Tsanʼ Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Legar Lake,Legha Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Little Kalzas Lake,Teníʼihten Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Little Salmon Creek,Techo Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Little Sheep Creek,Mbak Enaan Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Lone Mountain,Nembia Cho Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Macmillan River,Khro Túʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
McArthur Group,Sedzuan Me Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
McArthur Group,Ddhaw Ghóʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
McCabe Creek,Dantʼróʼ Túʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
McGregor Creek,Dantʼróʼ Shúʼ Túʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Menzie Creek,Tthʼan Túa,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Merrice Creek,Hédhe Netúʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Mica Creek,Taghwát Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Mist Lake,Tsʼi Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Moose Lake,Teki Udézíʼ Mánʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Mt. Pitts,Ddhaw Tsawa,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Needlerock,Tthi Nádhat,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Needlerock Creek,Tthi Zhát Yeninlin Tagéʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Pelly River,Tsʼékíʼ Netúʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
Plateau Mountain,To Deten Ddháwʼ,place names,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) 
